R1;R2;R3;R4;R5;label
0.1;0.38;1.12;3.97;11.66;3
0.04;0.28;0.78;2.66;9.36;3
0.13;0.39;1.8;4.49;12.32;3
0.19;0.56;1.7;7.34;18.65;3
0.07;0.27;1.2;3.99;12.67;3
0.12;0.44;1.72;5.06;13.95;3
0.16;0.45;1.19;4.04;12.59;3
0.08;0.39;2.09;7.48;19.1;3
0.17;0.5;2.06;7.81;19.5;3
0.07;0.44;1.9;7.66;19.6;3
0.14;0.4;1.25;3.62;10.95;3
0.14;0.47;1.99;7.73;19.23;3
0.13;0.43;1.81;5.59;14.75;3
0.09;0.42;1.89;6.17;15.42;3
0.14;0.51;1.8;7.58;19.11;3
0.1;0.4;1.51;3.7;11.08;3
0.07;0.37;1.35;4.25;12.97;3
0.1;0.41;1.32;3.81;11.13;3
0.16;0.5;2.02;6.47;16.71;3
0.18;0.51;2.07;6.6;16.16;3
0.13;0.51;1.76;5.4;14.55;3
0.12;0.4;2.06;6.79;17.43;3
0.06;0.24;0.97;2.97;9.78;3
0.1;0.43;1.97;6.49;15.95;3
0.14;0.44;1.3;4.66;13.13;3
0.11;0.47;1.8;5.83;15.2;3
0.13;0.57;2.06;6.4;16.03;3
0.13;0.53;1.88;7.2;17.52;3
0.16;0.53;1.88;6.38;16.36;3
0.08;0.36;1.86;5.97;16.18;3
0.1;0.48;1.65;4.34;12.27;3
0.13;0.5;1.84;7.83;19.63;3
0.18;0.58;1.99;6.18;16.27;3
0.1;0.35;1.18;4.21;12.94;3
0.1;0.46;1.03;3.13;9.7;3
0.06;0.3;1.05;3.34;10.77;3
0.11;0.43;1.88;5.95;15.24;3
0.16;0.47;1.69;5.02;13.39;3
0.14;0.39;1.73;5.34;14.76;3
0.09;0.41;1.47;3.7;11.34;3
0.18;0.49;1.97;5.89;14.85;3
0.08;0.51;1.81;6.31;16.08;3
0.11;0.48;1.9;6.56;16.85;3
0.07;0.41;2.02;5.83;14.74;3
0.12;0.33;1.06;3.56;10.96;3
0.21;0.56;1.4;3.71;10.86;3
0.09;0.51;1.78;5.4;14.61;3
0.12;0.38;1.22;3.59;10.85;3
0.09;0.23;0.61;2.16;7.94;3
0.11;0.31;1.07;3.57;11.08;3
0.11;0.36;0.92;3.7;11.4;3
0.12;0.45;2.01;7.68;19.31;3
0.13;0.42;1.99;7.55;18.6;3
0.13;0.6;1.5;4.7;13.42;3
0.14;0.37;1.83;7.8;19.26;3
0.16;0.37;2.03;6.6;16.2;3
0.12;0.34;1.92;5.99;16.09;3
0.19;0.54;1.69;7.31;18.69;3
0.11;0.43;1.94;5.57;14.38;3
0.09;0.42;2.04;7.51;18.84;3
0.06;0.38;2.05;6.11;15.39;3
0.08;0.44;2.0;5.62;14.37;3
0.07;0.24;0.77;4.1;12.95;3
0.1;0.3;1.17;3.37;10.53;3
0.19;0.6;1.82;5.35;14.7;3
0.14;0.46;1.87;5.78;14.93;3
0.07;0.35;0.94;3.04;9.76;3
0.15;0.4;1.32;4.43;13.7;3
0.12;0.5;1.9;7.7;19.21;3
0.13;0.49;1.9;7.66;19.13;3
0.06;0.16;0.7;2.13;8.33;3
0.13;0.33;1.11;3.92;12.84;3
0.11;0.42;1.21;3.23;10.07;3
0.14;0.52;1.96;7.69;19.22;3
0.14;0.54;1.6;5.37;14.89;3
0.06;0.31;1.53;5.48;14.92;3
0.09;0.51;1.91;5.22;13.88;3
0.13;0.47;1.88;5.76;14.9;3
0.11;0.55;2.06;5.35;14.31;3
0.06;0.33;1.76;7.73;19.76;3
0.16;0.47;1.35;4.07;12.34;3
0.08;0.53;1.92;7.53;18.96;3
0.09;0.42;1.9;7.1;17.43;3
0.12;0.5;1.95;4.57;12.91;3
0.13;0.45;1.93;7.58;18.63;3
0.15;0.32;1.09;3.31;10.41;3
0.08;0.34;1.17;4.71;13.24;3
0.09;0.28;1.03;3.97;12.1;3
0.15;0.49;1.87;6.69;16.9;3
0.11;0.44;1.61;5.36;14.53;3
0.11;0.41;1.48;4.51;12.99;3
0.11;0.47;1.49;4.68;13.14;3
0.13;0.5;2.01;6.99;16.92;3
0.13;0.56;1.35;3.58;10.7;3
0.08;0.44;2.05;6.22;16.31;3
0.11;0.55;1.53;4.32;12.68;3
0.12;0.5;1.82;6.1;15.59;3
0.18;0.49;1.41;4.74;14.15;3
0.17;0.53;1.74;7.3;18.63;3
0.09;0.41;1.27;4.62;13.12;3
0.16;0.47;2.06;5.72;14.68;3
0.1;0.48;1.88;7.68;19.11;3
0.06;0.3;0.86;2.77;9.64;3
0.1;0.41;1.95;4.61;12.77;3
0.14;0.52;1.91;7.17;17.88;3
0.16;0.53;1.81;7.75;19.87;3
0.06;0.14;0.59;2.23;8.25;3
0.14;0.46;1.88;7.28;18.36;3
0.08;0.45;1.9;5.79;15.77;3
0.17;0.48;1.39;4.45;13.31;3
0.09;0.43;1.93;7.32;18.02;3
0.12;0.45;1.77;5.04;13.83;3
0.09;0.42;1.47;4.49;12.48;3
0.04;0.14;0.56;2.2;8.5;3
0.09;0.5;1.87;7.57;19.7;3
0.1;0.42;1.44;4.32;12.37;3
0.12;0.34;1.13;3.48;10.69;3
0.13;0.37;1.19;4.0;11.9;3
0.07;0.2;0.54;2.08;7.7;3
0.22;0.52;1.82;7.51;19.1;3
0.07;0.42;1.82;6.25;16.13;3
0.16;0.53;1.78;7.72;19.89;3
0.16;0.65;2.01;6.02;15.25;3
0.12;0.5;1.52;4.84;13.35;3
0.18;0.49;2.04;6.37;15.8;3
0.14;0.55;1.98;6.97;16.64;3
0.12;0.44;1.98;7.62;19.44;3
0.05;0.2;0.81;3.84;12.23;3
0.16;0.67;1.99;6.21;16.24;3
0.21;0.52;1.87;7.5;19.07;3
0.16;0.57;1.58;4.92;13.9;3
0.11;0.37;1.28;4.58;13.55;3
0.09;0.44;2.0;6.28;16.43;3
0.11;0.32;1.0;3.32;10.25;3
0.14;0.43;1.95;6.54;15.98;3
0.11;0.41;2.04;5.12;13.68;3
0.1;0.47;1.84;6.19;16.2;3
0.06;0.3;1.04;2.96;9.82;3
0.11;0.44;1.3;3.9;11.72;3
0.18;0.59;2.04;6.23;15.58;3
0.13;0.61;1.96;6.43;16.56;3
0.13;0.47;1.8;7.68;19.96;3
0.15;0.43;1.75;5.14;14.1;3
0.13;0.44;1.87;5.71;14.8;3
0.08;0.33;1.7;5.32;14.35;3
0.11;0.54;2.01;5.98;15.17;3
0.2;0.55;1.74;7.35;18.59;3
0.16;0.47;1.66;5.06;13.59;3
0.15;0.6;1.82;7.13;18.29;3
0.09;0.26;1.16;3.15;10.15;3
0.15;0.51;1.59;4.84;13.04;3
0.13;0.47;2.01;7.38;18.67;3
0.14;0.5;1.7;7.82;19.95;3
0.04;0.39;1.81;7.68;19.63;3
0.08;0.33;2.04;6.41;15.93;3
0.06;0.19;0.97;4.23;12.18;3
0.16;0.48;1.25;4.36;13.1;3
0.11;0.53;1.77;5.26;14.33;3
0.11;0.43;1.36;4.42;12.73;3
0.12;0.33;1.1;4.28;13.31;3
0.1;0.41;1.76;6.94;16.64;3
0.14;0.34;1.12;4.01;11.87;3
0.2;0.56;1.79;7.25;18.34;3
0.1;0.57;2.16;7.3;18.15;3
0.13;0.43;1.68;4.16;11.81;3
0.09;0.44;1.89;6.67;16.23;3
0.15;0.56;1.81;6.91;16.61;3
0.06;0.3;1.31;4.58;13.42;3
0.13;0.4;1.83;6.17;15.67;3
0.11;0.49;1.98;6.35;16.3;3
0.17;0.49;2.06;7.8;19.51;3
0.12;0.48;1.84;4.76;13.08;3
0.2;0.51;1.85;5.65;14.95;3
0.17;0.53;2.07;6.01;15.3;3
0.17;0.49;1.58;4.65;13.62;3
0.15;0.46;1.97;7.72;19.06;3
0.11;0.52;1.85;7.54;18.85;3
0.14;0.51;1.45;5.2;14.05;3
0.05;0.29;1.15;3.61;11.32;3
0.13;0.43;1.5;5.23;14.25;3
0.11;0.39;1.72;5.25;14.49;3
0.11;0.4;1.13;3.98;11.78;3
0.16;0.46;1.22;4.18;12.91;3
0.12;0.47;1.83;7.58;19.9;3
0.15;0.57;1.79;7.63;19.06;3
0.11;0.39;1.18;3.78;11.95;3
0.08;0.44;1.78;5.4;14.66;3
0.1;0.47;1.43;4.2;12.58;3
0.12;0.43;1.98;7.64;19.46;3
0.09;0.47;1.9;5.33;13.98;3
0.14;0.5;2.03;6.07;15.17;3
0.12;0.44;1.91;7.77;18.99;3
0.13;0.54;1.46;4.51;13.08;3
0.07;0.28;0.75;2.74;8.86;3
0.13;0.48;1.76;7.8;19.35;3
0.08;0.36;1.25;5.0;13.5;3
0.14;0.54;2.06;6.6;16.08;3
0.09;0.27;1.02;3.34;10.42;3
0.16;0.46;1.49;4.51;13.47;3
0.05;0.23;0.96;3.12;10.16;3
0.12;0.51;1.57;4.36;11.87;3
0.12;0.62;2.02;6.94;17.06;3
0.08;0.37;1.26;4.43;12.82;3
0.08;0.45;1.84;5.86;14.85;3
0.12;0.49;2.06;7.68;19.52;3
0.15;0.43;1.88;7.48;18.35;3
0.19;0.52;1.64;4.51;12.59;3
0.17;0.58;1.71;4.84;12.92;3
0.16;0.46;1.74;4.78;13.09;3
0.12;0.56;1.75;4.03;11.68;3
0.1;0.42;1.24;4.52;13.38;3
0.1;0.34;1.19;4.33;13.33;3
0.07;0.28;1.21;4.24;12.33;3
0.13;0.45;1.36;4.96;14.66;3
0.07;0.39;2.02;6.92;17.04;3
0.16;0.56;1.95;6.69;17.1;3
0.22;0.56;1.91;6.31;16.45;3
0.17;0.56;1.85;5.26;14.66;3
0.06;0.17;0.66;2.32;8.47;3
0.08;0.25;0.98;4.16;13.37;3
0.17;0.58;1.7;7.63;19.18;3
0.16;0.36;0.78;2.62;8.86;3
0.16;0.57;1.91;6.67;17.03;3
0.07;0.18;0.61;2.34;8.79;3
0.08;0.35;1.71;4.98;13.44;3
0.07;0.3;1.04;4.56;13.65;3
0.13;0.56;1.88;7.4;19.03;3
0.1;0.45;1.85;7.25;17.85;3
0.21;0.45;1.19;3.51;10.54;3
0.04;0.22;0.94;3.45;10.86;3
0.18;0.59;1.84;7.41;18.48;3
0.1;0.47;1.78;7.79;19.29;3
0.11;0.53;1.98;7.32;18.41;3
0.12;0.34;0.99;2.86;9.63;3
0.13;0.48;1.59;5.24;14.53;3
0.07;0.41;1.91;7.61;19.7;3
0.09;0.45;1.18;3.28;10.06;3
0.11;0.39;1.26;4.37;12.94;3
0.06;0.19;0.83;4.0;12.97;3
0.12;0.51;1.88;5.8;15.03;3
0.12;0.46;1.85;4.95;13.8;3
0.1;0.41;1.88;6.68;16.45;3
0.09;0.4;1.85;7.04;17.11;3
0.11;0.42;1.6;5.07;14.38;3
0.07;0.38;1.73;6.56;16.93;3
0.1;0.48;2.0;7.61;19.71;3
0.11;0.52;1.39;4.44;13.64;3
0.14;0.48;1.63;4.67;12.9;3
0.19;0.58;1.92;6.77;17.29;3
0.15;0.47;1.94;7.55;18.79;3
0.12;0.6;1.96;5.91;15.3;3
0.14;0.57;2.01;6.2;16.17;3
0.13;0.67;1.99;5.92;15.62;3
0.16;0.52;1.41;4.93;13.46;3
0.1;0.47;1.88;5.76;14.96;3
0.15;0.38;1.66;4.85;13.39;3
0.09;0.32;1.26;4.65;12.8;3
0.08;0.3;1.08;4.53;13.39;3
0.16;0.49;1.88;6.44;16.38;3
0.07;0.33;1.19;4.81;14.2;3
0.13;0.46;1.99;7.5;18.24;3
0.05;0.23;0.87;3.81;12.53;3
0.09;0.56;1.85;7.74;19.82;3
0.04;0.15;0.63;2.1;8.16;3
0.14;0.42;1.89;7.81;19.3;3
0.07;0.46;1.09;3.17;9.96;3
0.11;0.31;1.81;5.74;15.77;3
0.1;0.36;1.15;4.09;13.17;3
0.17;0.53;2.09;5.88;15.09;3
0.1;0.47;1.95;7.37;18.18;3
0.13;0.45;1.85;7.23;18.46;3
0.12;0.42;1.81;7.28;18.06;3
0.15;0.4;1.14;4.05;12.56;3
0.09;0.4;1.89;6.34;16.03;3
0.13;0.49;1.82;5.65;15.42;3
0.08;0.23;0.89;3.91;12.61;3
0.07;0.32;1.83;7.57;19.8;3
0.09;0.43;1.93;6.47;16.05;3
0.1;0.29;1.07;2.94;9.48;3
0.16;0.6;1.83;7.28;18.84;3
0.1;0.44;1.97;7.58;19.71;3
0.09;0.42;1.33;3.59;10.81;3
0.17;0.42;1.82;6.28;15.44;3
0.07;0.21;1.06;3.02;9.82;3
0.12;0.44;1.81;7.73;19.89;3
0.07;0.29;1.03;4.5;13.62;3
0.09;0.45;1.92;7.23;17.79;3
0.04;0.24;0.72;4.1;12.92;3
0.19;0.54;1.59;4.29;12.32;3
0.08;0.31;1.09;4.18;12.86;3
0.09;0.39;1.87;6.28;16.2;3
0.15;0.53;1.84;5.63;15.0;3
0.12;0.54;1.93;7.17;17.28;3
0.14;0.42;1.55;4.58;13.49;3
0.17;0.58;1.73;5.18;14.36;3
0.18;0.52;1.86;5.3;14.48;3
0.1;0.52;1.67;5.2;13.91;3
0.09;0.34;1.07;4.17;13.06;3
0.14;0.53;1.97;6.4;16.57;3
0.1;0.45;1.91;7.7;19.99;3
0.12;0.48;1.98;6.44;16.72;3
0.1;0.45;1.96;6.66;16.44;3
0.13;0.5;2.01;7.58;18.71;3
0.15;0.49;1.79;7.59;19.93;3
0.1;0.43;1.88;6.07;15.81;3
0.1;0.5;1.88;5.33;13.97;3
0.18;0.5;1.46;4.46;13.17;3
0.07;0.31;1.86;5.91;15.98;3
0.18;0.48;1.7;5.45;14.55;3
0.12;0.47;1.27;3.84;11.7;3
0.03;0.41;1.42;3.87;11.6;3
0.07;0.35;1.09;4.18;12.85;3
0.05;0.46;1.6;5.14;14.48;3
0.1;0.44;2.02;6.76;16.87;3
0.11;0.38;1.21;3.78;12.0;3
0.2;0.56;1.96;6.7;16.85;3
0.12;0.52;1.79;5.64;14.88;3
0.08;0.37;1.34;4.76;13.67;3
0.13;0.43;1.63;4.57;12.62;3
0.08;0.43;1.47;5.36;14.08;3
0.13;0.28;1.1;4.08;13.02;3
0.11;0.53;1.96;7.67;19.19;3
0.15;0.51;1.91;5.54;14.73;3
0.12;0.48;2.0;7.45;18.1;3
0.07;0.48;1.16;3.25;10.04;3
0.14;0.53;1.87;7.83;19.62;3
0.19;0.49;1.85;6.57;15.85;3
0.06;0.43;1.86;7.3;18.04;3
0.12;0.4;1.48;5.22;14.17;3
0.12;0.48;1.91;5.02;13.33;3
0.07;0.46;2.11;6.32;16.34;3
0.07;0.37;1.71;4.22;11.92;3
0.12;0.45;1.73;5.89;14.91;3
0.16;0.54;1.83;7.79;19.76;3
0.17;0.53;1.49;5.02;13.97;3
0.07;0.3;1.41;5.1;14.49;3
0.08;0.33;0.99;3.57;10.84;3
0.14;0.47;1.92;7.76;19.19;3
0.19;0.59;1.99;6.4;16.65;3
0.13;0.51;1.53;5.2;14.42;3
0.1;0.49;1.76;4.39;12.4;3
0.18;0.49;1.98;5.14;13.55;3
0.13;0.47;1.84;7.58;19.24;3
0.17;0.57;1.83;5.95;15.89;3
0.16;0.64;1.99;5.82;15.57;3
0.13;0.5;1.26;3.33;10.42;3
0.12;0.44;1.83;5.93;15.34;3
0.16;0.47;1.26;3.41;10.72;3
0.08;0.38;1.88;6.2;16.01;3
0.14;0.45;1.91;6.84;17.04;3
0.1;0.43;1.9;7.14;17.83;3
0.1;0.38;0.97;2.88;9.5;3
0.09;0.43;1.51;5.14;14.46;3
0.12;0.43;1.98;6.71;16.59;3
0.13;0.47;2.08;5.63;14.34;3
0.04;0.24;1.05;4.33;12.46;3
0.11;0.51;2.06;7.67;19.17;3
0.17;0.49;1.63;4.4;12.71;3
0.12;0.37;1.23;3.25;10.2;3
0.11;0.37;1.24;3.82;11.29;3
0.17;0.5;1.89;4.97;13.22;3
0.11;0.44;1.82;6.0;15.46;3
0.12;0.49;1.94;6.44;16.79;3
0.11;0.44;1.94;5.46;14.26;3
0.1;0.53;2.07;6.73;16.62;3
0.09;0.28;1.02;4.0;12.83;3
0.17;0.51;1.23;3.53;10.59;3
0.14;0.4;1.39;4.74;14.07;3
0.11;0.47;1.88;5.02;13.12;3
0.12;0.45;1.62;4.67;13.15;3
0.16;0.57;1.86;7.61;18.71;3
0.16;0.53;1.83;7.36;18.68;3
0.13;0.43;1.83;6.08;15.23;3
0.13;0.49;1.8;6.82;17.07;3
0.13;0.49;1.85;7.06;17.29;3
0.1;0.34;0.99;2.85;9.6;3
0.13;0.34;1.41;4.69;12.87;3
0.1;0.45;1.82;5.82;14.76;3
0.16;0.54;2.11;6.83;16.72;3
0.15;0.33;0.68;2.44;8.45;3
0.1;0.45;1.8;4.72;13.09;3
0.08;0.36;1.32;4.93;14.66;3
0.13;0.31;1.11;4.02;12.01;3
0.09;0.42;1.88;6.57;16.28;3
0.09;0.44;1.87;7.45;18.67;3
0.09;0.46;1.88;7.72;19.62;3
0.12;0.41;1.25;3.82;11.59;3
0.15;0.42;1.89;7.89;19.31;3
0.12;0.41;1.49;5.23;14.24;3
0.16;0.37;0.76;2.52;8.73;3
0.05;0.34;1.3;3.91;11.31;3
0.18;0.47;1.68;5.35;14.37;3
0.09;0.41;2.05;6.7;16.63;3
0.18;0.55;1.7;5.01;14.18;3
0.11;0.49;1.84;4.55;12.69;3
0.14;0.59;2.07;6.15;15.6;3
0.11;0.48;1.86;6.84;17.29;3
0.12;0.46;1.82;5.71;14.95;3
0.1;0.39;0.97;2.73;9.33;3
0.17;0.6;1.94;6.9;17.62;3
0.12;0.43;1.7;5.91;14.91;3
0.1;0.44;1.93;6.99;17.56;3
0.11;0.4;1.39;4.72;13.8;3
0.1;0.41;1.82;5.4;15.13;3
0.12;0.48;2.02;5.61;14.44;3
0.14;0.44;1.8;6.02;15.77;3
0.15;0.56;2.03;6.72;16.3;3
0.12;0.53;1.97;7.89;19.46;3
0.06;0.4;2.02;6.74;17.02;3
0.09;0.28;1.16;3.88;12.57;3
0.12;0.45;2.01;6.16;16.16;3
0.07;0.31;1.38;5.07;14.49;3
0.18;0.49;1.93;5.76;14.66;3
0.08;0.51;1.89;7.56;19.0;3
0.13;0.57;1.89;7.16;17.99;3
0.12;0.37;1.21;4.45;13.05;3
0.13;0.39;1.25;4.43;13.12;3
0.1;0.54;1.87;6.36;15.61;3
0.15;0.54;1.61;4.53;12.58;3
0.13;0.55;1.57;4.97;14.58;3
0.05;0.48;2.03;7.49;18.99;3
0.13;0.51;1.33;3.96;11.46;3
0.07;0.31;1.86;6.13;16.38;3
0.1;0.47;1.9;6.25;16.31;3
0.19;0.51;2.04;7.1;17.55;3
0.12;0.48;1.82;6.7;16.86;3
0.11;0.42;0.95;2.86;9.36;3
0.17;0.51;1.89;7.51;19.31;3
0.12;0.46;1.56;5.1;14.29;3
0.08;0.33;1.24;4.97;13.43;3
0.11;0.46;2.03;7.69;19.37;3
0.11;0.44;2.07;7.23;18.02;3
0.09;0.42;1.85;6.16;15.9;3
0.09;0.26;1.06;3.61;11.26;3
0.1;0.39;1.0;2.74;9.4;3
0.18;0.52;1.94;5.02;13.4;3
0.15;0.53;1.92;7.18;17.67;3
0.11;0.37;1.87;7.69;19.54;3
0.13;0.42;1.7;5.4;14.79;3
0.16;0.54;1.85;5.73;15.07;3
0.14;0.5;1.83;7.87;19.84;3
0.07;0.43;2.06;6.53;16.72;3
0.12;0.36;1.25;3.8;11.76;3
0.16;0.54;1.63;4.66;12.68;3
0.15;0.51;1.52;4.91;14.26;3
0.1;0.45;1.88;6.02;15.11;3
0.1;0.36;1.12;3.7;11.38;3
0.03;0.22;0.72;2.52;8.9;3
0.03;0.41;1.37;5.01;14.04;3
0.1;0.49;1.85;6.95;16.93;3
0.12;0.43;1.85;7.57;18.73;3
0.17;0.58;1.99;6.97;16.96;3
0.07;0.32;1.26;3.78;11.32;3
0.2;0.5;2.05;6.13;15.3;3
0.09;0.46;1.86;6.73;16.55;3
0.1;0.41;1.92;6.58;16.2;3
0.11;0.48;1.7;4.05;11.89;3
0.12;0.57;1.88;6.15;16.27;3
0.1;0.43;1.96;6.68;16.61;3
0.06;0.31;1.17;4.65;13.75;3
0.15;0.45;1.78;7.6;18.93;3
0.08;0.49;1.91;7.3;17.79;3
0.13;0.5;2.01;7.69;19.48;3
0.1;0.55;1.92;5.49;14.49;3
0.07;0.44;1.77;6.0;15.75;3
0.1;0.44;1.86;5.53;14.41;3
0.17;0.48;1.83;5.27;14.4;3
0.14;0.32;0.74;2.49;8.57;3
0.11;0.54;1.88;7.16;17.84;3
0.08;0.47;1.53;5.52;14.44;3
0.18;0.53;1.41;4.6;13.72;3
0.16;0.37;1.24;4.38;13.64;3
0.08;0.46;1.87;5.48;14.23;3
0.09;0.45;1.49;3.75;11.15;3
0.12;0.45;1.42;3.62;11.0;3
0.11;0.56;1.95;7.89;19.38;3
0.13;0.48;2.04;7.66;19.41;3
0.04;0.39;1.51;5.23;14.34;3
0.11;0.42;1.6;4.46;12.44;3
0.05;0.33;1.23;4.68;14.22;3
0.07;0.21;1.17;3.17;10.16;3
0.08;0.29;0.73;2.69;8.77;3
0.11;0.45;1.86;6.02;15.42;3
0.09;0.28;0.95;3.58;11.87;3
0.16;0.51;1.52;4.92;14.28;3
0.07;0.25;0.93;3.88;12.63;3
0.08;0.54;2.13;7.28;17.72;3
0.13;0.45;1.51;5.17;14.15;3
0.15;0.62;1.97;6.42;16.51;3
0.15;0.56;2.05;6.79;16.42;3
0.07;0.3;1.31;5.04;14.57;3
0.13;0.56;1.87;6.63;16.14;3
0.12;0.54;1.89;5.46;14.26;3
0.16;0.41;1.45;4.31;13.25;3
0.11;0.54;1.41;3.72;11.06;3
0.13;0.51;1.89;7.88;19.57;3
0.09;0.34;1.87;6.54;16.57;3
0.07;0.34;1.46;5.19;15.16;3
0.13;0.43;1.36;4.26;13.18;3
0.11;0.39;1.27;3.36;10.56;3
0.09;0.39;1.77;5.34;14.01;3
0.07;0.27;1.06;4.2;12.95;3
0.06;0.18;0.71;2.18;8.41;3
0.12;0.47;1.88;4.93;12.88;3
0.1;0.44;1.49;4.49;12.54;3
0.11;0.42;1.83;7.73;19.93;3
0.1;0.54;2.09;7.56;19.03;3
0.08;0.46;1.96;6.36;16.34;3
0.12;0.55;1.94;7.86;19.42;3
0.08;0.37;1.86;6.04;16.18;3
0.19;0.51;1.44;4.41;13.04;3
0.06;0.25;0.77;4.17;12.98;3
0.07;0.4;1.91;6.05;15.65;3
0.13;0.35;1.3;4.27;12.66;3
0.21;0.5;1.37;4.13;12.67;3
0.17;0.47;1.87;4.95;13.88;3
0.11;0.46;1.55;4.95;13.68;3
0.16;0.61;2.0;6.85;17.08;3
0.19;0.57;2.0;6.53;16.75;3
0.15;0.56;1.83;7.51;18.74;3
0.1;0.3;1.06;4.06;12.24;3
0.18;0.42;1.33;4.01;12.33;3
0.06;0.36;1.18;3.62;10.84;3
0.15;0.53;1.56;4.85;13.37;3
0.18;0.54;1.96;6.33;16.44;3
0.09;0.28;1.09;3.3;10.56;3
0.1;0.52;1.92;7.56;19.66;3
0.15;0.53;1.91;6.72;16.45;3
0.11;0.55;1.68;4.91;13.35;3
0.11;0.4;2.03;6.85;16.61;3
0.19;0.48;1.9;6.51;16.62;3
0.11;0.52;1.81;5.31;13.87;3
0.05;0.45;1.84;7.1;17.5;3
0.12;0.43;1.74;5.6;15.08;3
0.09;0.41;2.02;7.56;18.78;3
0.12;0.47;1.37;4.86;13.94;3
0.09;0.43;2.01;5.1;13.55;3
0.15;0.48;1.35;4.29;13.29;3
0.12;0.44;1.89;5.76;14.97;3
0.07;0.43;1.79;6.92;17.39;3
0.06;0.44;1.59;5.12;13.91;3
0.06;0.49;1.94;5.79;15.1;3
0.16;0.52;1.71;7.4;18.61;3
0.08;0.48;1.81;6.73;17.1;3
0.12;0.48;1.96;7.75;19.45;3
0.2;0.44;1.16;3.43;10.4;3
0.01;0.33;1.72;5.88;15.71;3
0.13;0.49;1.71;4.84;13.41;3
0.05;0.38;1.77;7.71;19.71;3
0.17;0.55;1.78;5.13;14.45;3
0.08;0.4;1.97;7.81;19.73;3
0.08;0.27;1.01;3.46;10.98;3
0.15;0.47;1.79;5.44;14.13;3
0.1;0.45;1.48;4.17;12.04;3
0.15;0.61;1.89;7.0;18.39;3
0.06;0.3;1.08;4.24;12.93;3
0.1;0.46;1.13;3.11;9.91;3
0.1;0.56;1.76;7.18;18.09;3
0.1;0.49;1.86;4.54;12.68;3
0.21;0.46;1.43;4.37;13.08;3
0.12;0.41;2.06;6.91;17.62;3
0.16;0.37;1.3;4.2;12.48;3
0.1;0.31;1.24;3.41;10.54;3
0.14;0.54;1.73;5.44;14.72;3
0.1;0.46;1.84;6.79;17.36;3
0.15;0.46;1.96;7.56;18.69;3
0.15;0.46;1.35;4.41;13.31;3
0.12;0.49;1.54;4.48;12.14;3
0.14;0.33;1.16;4.19;12.25;3
0.12;0.46;1.86;7.69;18.82;3
0.19;0.38;1.75;6.85;17.11;3
0.05;0.26;1.12;3.82;12.38;3
0.09;0.41;1.88;7.53;19.92;3
0.13;0.52;1.83;6.17;15.21;3
0.1;0.49;1.32;3.56;10.74;3
0.16;0.5;1.57;4.79;13.05;3
0.07;0.23;0.79;2.27;8.71;3
0.1;0.4;1.26;4.6;13.5;3
0.06;0.41;1.32;4.26;12.22;3
0.12;0.51;1.94;7.55;18.85;3
0.1;0.57;1.65;4.85;13.21;3
0.08;0.21;0.89;3.64;11.38;3
0.12;0.42;1.81;7.08;17.69;3
0.15;0.38;1.25;3.3;10.31;3
0.08;0.43;1.18;4.27;12.49;3
0.12;0.4;0.98;2.88;9.34;3
0.07;0.51;1.85;5.68;14.7;3
0.21;0.59;1.97;6.85;17.24;3
0.19;0.54;1.71;5.01;14.15;3
0.1;0.44;1.85;5.43;14.92;3
0.12;0.43;1.87;6.31;15.8;3
0.1;0.31;1.1;3.12;10.13;3
0.07;0.37;0.99;3.21;10.05;3
0.16;0.57;1.9;7.1;17.72;3
0.09;0.53;2.13;7.29;17.87;3
0.1;0.53;1.89;5.87;15.4;3
0.15;0.48;1.82;7.49;19.07;3
0.17;0.51;1.88;6.43;16.39;3
0.06;0.31;1.78;7.76;19.79;3
0.13;0.48;2.11;5.55;14.27;3
0.13;0.31;1.16;3.46;10.63;3
0.14;0.56;1.71;5.28;13.97;3
0.08;0.37;1.86;5.95;16.14;3
0.07;0.22;0.67;2.47;9.05;3
0.19;0.55;1.82;7.31;18.18;3
0.07;0.45;1.96;7.18;17.55;3
0.09;0.46;1.58;5.35;14.63;3
0.09;0.27;0.93;2.9;9.69;3
0.11;0.45;1.74;6.02;15.59;3
0.13;0.45;1.86;6.3;15.62;3
0.16;0.46;2.04;7.73;19.01;3
0.16;0.56;1.61;4.68;12.72;3
0.15;0.5;1.97;7.89;19.46;3
0.11;0.44;2.07;7.24;18.1;3
0.11;0.48;1.86;7.3;18.38;3
0.07;0.34;1.03;3.75;12.46;3
0.09;0.35;1.16;4.07;11.65;3
0.08;0.4;2.07;7.43;18.72;3
0.09;0.49;1.98;7.37;17.67;3
0.15;0.46;1.91;5.11;14.11;3
0.09;0.36;1.21;4.51;13.47;3
0.09;0.27;1.1;3.89;12.72;3
0.17;0.5;2.08;6.35;15.74;3
0.1;0.56;1.69;5.16;14.53;3
0.08;0.29;1.11;3.97;12.09;3
0.16;0.44;1.99;5.07;13.52;3
0.11;0.52;1.84;7.34;17.86;3
0.1;0.35;0.95;2.81;9.21;3
0.13;0.44;1.55;4.26;12.33;3
0.12;0.42;1.37;4.79;13.71;3
0.17;0.58;1.92;7.33;18.36;3
0.14;0.51;1.92;5.14;13.38;3
0.12;0.46;1.82;7.1;18.04;3
0.05;0.21;0.75;3.94;12.73;3
0.07;0.42;1.65;5.21;14.16;3
