14803&3448,300,24,283,19,1348,145,222,214,1731
14804&3504,52,13,474,214,1296,226,211,116,1793
14805&3496,272,22,366,49,1347,158,241,219,1783
14806&3420,299,19,150,19,1443,164,229,204,1776
14807&3510,359,9,513,63,1353,206,223,155,1860
14808&3444,45,22,30,5,1794,220,187,91,1885
14809&3424,77,23,60,-6,1758,242,192,68,1871
14810&3522,4,12,553,75,1410,204,218,150,1935
14811&3049,51,14,153,36,514,226,210,115,1064
14812&3337,302,14,499,119,4198,181,233,192,1890
14813&3376,347,18,30,7,1682,183,208,162,1872
14814&3393,347,20,30,10,1597,178,203,161,1860
14815&3512,310,11,400,65,1451,189,232,183,1921
14816&3007,114,11,0,0,750,240,229,118,1195
14817&3493,296,12,301,46,1524,186,236,190,1959
14818&3515,279,9,391,68,1511,196,241,184,1979
14819&3175,128,26,277,51,3601,252,214,73,277
14820&3421,325,17,134,26,1731,175,219,183,1982
14821&3516,320,14,323,22,1608,182,225,183,2053
14822&3352,40,19,240,39,2071,218,194,104,2144
14823&3289,96,9,446,19,3692,234,228,125,1249
14824&3509,327,15,190,15,1689,183,223,178,2092
14825&3218,315,13,0,0,4298,184,229,184,1380
14826&3178,2,20,391,107,4039,188,198,144,631
14827&3575,340,16,300,81,1816,185,216,168,2259
14828&3234,20,13,443,-2,4224,210,211,136,646
14829&3604,353,12,309,110,1969,200,219,157,2402
14830&3191,335,14,0,0,4235,187,220,172,418
14831&3173,0,5,0,0,4235,212,230,156,582
14832&3221,305,6,175,30,4354,204,237,172,541
14833&3228,321,18,277,49,4592,172,220,186,902
14834&3276,4,10,192,19,4673,207,220,151,853
14835&3327,35,8,42,1,1383,219,223,139,3517
14836&3087,238,31,666,-3,3974,151,248,222,1142
14837&3183,169,16,285,92,3336,230,245,141,573
14838&3151,149,13,277,73,212,236,239,130,2213
14839&3325,97,11,430,-7,957,239,224,114,3566
14840&3374,180,15,0,0,2185,224,248,152,3453
14841&3087,189,15,295,-6,2947,219,250,160,912
14842&3139,149,13,150,40,108,236,239,130,2430
14843&3292,201,30,190,32,2291,193,249,173,3698
14844&3235,185,16,30,-12,2470,221,249,156,3755
14845&3343,227,18,499,-9,1570,192,254,194,3993
14846&3358,126,10,212,29,849,238,233,125,4080
14847&3337,60,17,90,-5,2419,231,202,99,4153
14848&2682,163,18,242,47,3197,234,242,131,1838
14849&3336,199,18,658,191,1167,211,253,170,4307
14850&2699,178,21,300,-89,2907,225,247,144,1784
14851&3226,221,21,277,79,1337,190,254,194,4400
14852&3163,220,14,108,16,1350,203,253,184,4510
14853&3194,152,16,417,92,297,238,239,126,4427
14854&2770,180,9,153,34,1015,224,246,155,424
14855&3153,52,12,150,11,1233,226,215,121,4833
14856&2613,161,16,30,-10,3284,234,242,134,2563
14857&2578,198,23,190,71,1894,206,252,170,1653
14858&3308,23,13,309,17,1694,212,213,135,4943
14859&2541,200,8,90,8,2156,217,247,165,2037
14860&2520,188,5,0,0,2343,220,244,159,2249
14861&2576,209,29,234,71,1340,185,251,186,1194
14862&2521,104,4,60,-2,2391,226,234,143,2314
14863&2507,225,11,0,0,1678,206,250,181,1605
14864&3319,50,17,551,28,1461,226,200,102,5109
14865&2521,165,11,0,0,2059,230,244,144,2012
14866&2622,187,29,323,139,1022,209,246,150,960
14867&2698,203,19,60,-13,782,207,253,174,716
14868&3131,125,11,190,33,108,239,232,121,4718
14869&2515,33,14,30,3,1897,216,209,125,1889
14870&2543,56,14,108,-15,2278,228,211,113,2315
14871&2491,9,6,30,3,1254,214,228,152,1398
14872&2510,355,8,0,0,1426,207,226,157,1622
14873&3162,90,13,201,30,457,239,219,109,5466
14874&2641,17,19,201,35,2614,200,196,128,2507
14875&2444,211,4,0,0,242,216,244,164,973
14876&2575,132,11,67,16,1020,238,234,124,1626
14877&2580,142,6,85,2,892,229,239,143,1445
14878&2580,180,1,134,6,592,219,239,157,1116
14879&2580,193,3,127,14,582,219,242,159,1084
14880&2724,63,12,0,0,1806,230,215,116,1831
14881&2828,268,15,331,37,2295,179,245,204,1822
14882&2547,111,6,0,0,721,230,234,137,1114
14883&2956,211,1,331,84,3433,218,240,159,2355
14884&2688,0,0,182,-5,1477,218,238,156,1630
14885&2796,6,9,30,-6,1992,210,223,151,1570
14886&2842,23,13,420,39,2402,212,213,135,1643
14887&2515,83,26,42,10,721,245,184,51,930
14888&2413,115,32,0,0,518,254,190,36,553
14889&2396,116,27,0,0,514,254,202,56,531
14890&2445,260,35,120,55,433,117,234,242,417
14891&2404,109,31,30,-25,547,254,188,37,573
14892&2400,171,7,124,3,0,226,244,151,162
14893&2383,69,19,60,2,603,236,200,88,595
14894&2884,204,20,95,16,3334,205,254,176,1978
14895&2405,53,28,67,23,661,222,168,62,642
14896&2364,205,18,42,12,30,207,253,176,124
14897&2429,58,31,108,47,696,224,160,46,684
14898&2645,105,3,201,59,1252,224,236,147,1493
14899&2363,79,15,0,0,67,239,211,98,242
14900&2739,117,14,218,43,1864,243,227,110,1180
14901&2380,27,8,0,0,162,217,222,141,335
14902&2604,104,30,30,9,1464,253,186,37,1333
14903&2425,45,26,127,52,730,217,175,79,738
14904&2412,277,19,180,59,182,167,240,212,150
14905&2401,274,25,150,48,192,146,237,226,162
14906&2578,8,19,134,26,1008,195,199,138,1106
14907&2470,28,31,255,89,859,192,158,84,849
14908&2335,252,11,30,-1,180,196,248,190,201
14909&2828,155,27,85,23,2536,239,230,102,1154
14910&2851,96,26,153,46,2630,251,192,53,1173
14911&2633,93,19,124,47,1612,246,207,81,1173
14912&2467,14,30,190,24,702,177,164,110,825
14913&2685,119,14,127,32,1894,244,227,108,997
14914&2832,101,26,124,27,2631,252,194,53,1107
14915&2549,235,26,30,6,1570,166,252,214,1188
14916&2342,164,10,0,0,182,229,243,146,212
14917&2547,230,40,95,47,1575,131,240,220,1200
14918&2572,54,16,404,8,1061,228,203,104,1170
14919&2425,172,5,0,0,630,223,242,154,660
14920&2706,53,14,60,5,2188,227,209,112,564
14921&2467,206,15,0,0,1482,210,253,175,1087
14922&2743,218,27,0,0,2876,179,253,198,1209
14923&2581,202,23,170,65,1230,203,253,174,1266
14924&2531,226,27,162,88,1295,172,253,206,1262
14925&2549,199,27,108,33,1206,200,251,170,1310
14926&2542,163,9,0,0,1473,229,243,146,711
14927&2547,189,17,42,10,1441,219,250,160,765
14928&2652,149,14,42,3,1761,237,239,128,335
14929&2353,61,18,42,7,430,232,199,93,537
14930&2767,243,37,351,122,3164,125,240,233,1574
14931&2689,114,16,30,-7,1890,245,223,102,212
14932&2517,13,27,60,5,1240,183,173,117,794
14933&2507,31,23,42,17,1209,206,182,102,853
14934&2420,162,7,0,0,1082,227,242,148,1150
14935&2556,174,18,430,182,819,228,246,142,918
14936&2711,232,33,301,77,3160,148,247,219,1595
14937&2798,155,18,390,170,3020,238,238,122,1445
14938&2617,124,13,95,9,1485,241,231,117,379
14939&2509,195,30,360,135,888,199,248,164,1082
14940&2471,186,16,175,67,972,221,250,157,1332
14941&2531,187,24,390,157,769,215,249,154,934
14942&2443,234,22,85,39,960,178,253,206,1261
14943&2737,104,7,277,91,2648,232,231,131,1112
14944&2641,108,13,108,36,1476,242,224,109,218
14945&2583,91,35,42,13,1406,248,164,0,306
14946&2559,183,16,0,0,1316,223,249,154,424
14947&2549,102,23,277,59,1026,251,202,66,815
14948&2401,114,15,42,7,845,244,224,105,1116
14949&2614,134,14,124,25,1398,242,232,117,283
14950&2351,103,22,277,77,272,250,207,74,902
14951&2530,228,26,30,1,1191,174,253,206,513
14952&2396,337,8,0,0,752,203,229,165,1165
14953&2407,266,3,85,0,684,211,241,167,990
14954&2517,127,12,0,0,1195,240,232,120,497
14955&2402,3,12,30,10,725,204,217,150,1140
14956&2468,65,25,190,74,816,234,182,65,990
14957&2532,224,30,90,12,1064,167,251,207,631
14958&2363,176,14,0,0,612,226,247,150,994
14959&2709,175,11,256,103,2568,226,246,151,1144
14960&2517,218,18,0,0,1794,198,254,188,446
14961&2525,233,23,85,32,1003,176,253,207,685
14962&2551,136,25,234,67,870,249,220,83,847
14963&2362,89,24,30,7,560,248,194,61,957
14964&2591,80,21,67,4,3030,242,198,76,1177
14965&2661,244,32,85,55,2737,141,245,229,1114
14966&2657,91,16,309,100,2184,243,214,97,805
14967&2583,96,28,170,26,2012,251,187,44,649
14968&2380,90,27,60,25,541,249,187,49,949
14969&2596,66,22,85,13,3024,235,190,75,1148
14970&2596,99,30,212,39,2032,252,183,35,691
14971&2571,146,11,150,39,1945,235,239,134,618
14972&2529,95,26,90,11,1860,250,192,54,552
14973&2493,101,14,30,0,1065,243,220,103,618
14974&2426,81,15,201,29,577,239,212,99,1019
14975&2350,100,12,0,0,495,239,224,113,890
14976&2500,193,22,0,0,1289,212,251,163,470
14977&2446,66,21,242,49,582,235,192,78,1040
14978&2587,72,15,85,5,2954,236,210,102,1072
14979&2650,159,25,272,126,2190,237,235,113,875
14980&2506,211,15,30,4,1641,207,253,178,485
14981&2351,95,18,90,6,309,246,210,86,693
14982&2334,116,11,30,0,285,240,229,118,713
14983&2528,54,25,108,34,1768,225,179,74,607
14984&2491,161,14,134,3,1060,233,242,136,661
14985&2598,181,35,150,74,2377,208,236,131,960
14986&2470,179,13,0,0,1558,225,247,152,553
14987&2486,142,23,60,5,1300,246,228,98,560
14988&2501,219,12,120,33,757,206,251,180,924
14989&2476,180,21,67,7,1348,223,248,147,577
14990&2496,225,13,95,38,741,201,252,185,942
14991&2470,186,2,30,0,1513,219,240,157,607
14992&2468,96,17,30,3,859,245,214,92,849
14993&2545,187,26,42,19,2423,212,248,153,859
14994&2453,165,22,30,-3,1332,233,241,128,636
14995&2464,219,21,42,27,1101,192,254,192,711
14996&2472,93,10,42,5,1530,237,224,118,671
14997&2522,37,16,60,-13,2564,218,204,118,781
14998&2460,52,8,0,0,1406,225,222,131,690
14999&2542,29,22,95,6,2621,207,187,108,751
15000&2516,160,18,95,14,1756,236,241,128,805
15001&2539,9,19,85,12,2499,195,198,136,726
15002&2466,162,1,0,0,1485,219,238,156,755
15003&2436,72,18,42,-1,983,238,202,88,860
15004&2428,272,14,0,0,878,182,244,200,983
15005&2358,119,15,170,35,170,245,225,105,671
15006&2437,225,6,30,0,815,212,245,170,1040
15007&2370,107,17,175,48,201,247,217,92,713
15008&2493,22,18,90,4,1921,206,198,125,872
15009&2522,28,22,85,22,1831,205,185,107,942
15010&2514,27,21,67,14,1801,205,189,112,966
15011&2408,83,23,30,5,693,245,194,67,1134
15012&2533,15,24,150,58,2070,190,181,119,743
15013&2514,5,19,90,24,1560,192,199,141,947
15014&2596,273,12,362,74,2466,188,243,195,532
15015&2605,28,12,335,78,2452,215,213,133,514
15016&2534,7,26,120,34,1710,180,180,128,1008
15017&2521,17,17,134,31,1500,204,203,132,967
15018&2570,225,11,376,71,2461,206,250,181,582
15019&2610,104,7,362,92,2385,232,231,131,450
15020&2483,358,18,180,55,842,191,205,150,1154
15021&2539,346,15,339,64,1263,191,216,163,1057
15022&2584,15,18,277,95,1984,201,200,132,716
15023&2615,274,9,391,140,2270,195,243,187,417
15024&2601,35,15,272,101,1806,217,206,121,859
15025&2577,26,19,270,87,1567,208,195,117,1082
15026&2428,138,12,90,34,503,239,236,125,960
15027&2360,127,26,60,19,335,252,213,72,781
15028&2346,124,21,30,5,309,250,220,87,751
15029&2580,234,22,371,113,2293,178,253,206,376
15030&2430,93,29,95,43,713,250,183,40,1170
15031&2609,14,12,300,7,1723,209,216,143,920
15032&2344,63,16,30,8,342,232,207,102,751
15033&2608,306,18,379,108,1905,169,227,197,741
15034&2615,18,10,277,13,1727,212,219,143,911
15035&2601,35,15,212,0,1578,217,206,121,1055
15036&2549,189,23,323,91,2190,214,250,158,256
15037&2574,7,10,228,-23,1347,208,220,149,1231
15038&2526,173,26,342,68,2147,226,242,131,210
15039&2580,232,28,360,154,2126,163,251,214,277
15040&2622,34,7,212,20,1707,219,224,141,924
15041&2389,133,15,67,19,511,243,231,112,883
15042&2492,222,31,285,66,2051,166,250,204,134
15043&2356,90,8,0,0,458,232,228,129,750
15044&2494,146,20,212,48,2037,243,233,110,108
15045&2622,260,12,335,18,1855,191,246,194,696
15046&2633,117,3,277,29,1833,225,236,146,755
15047&2489,207,29,212,63,1986,188,251,182,134
15048&2613,90,10,60,9,1690,235,224,120,960
15049&2579,101,11,30,-4,1461,239,225,115,1200
15050&2537,142,11,120,-11,1209,236,238,131,1465
15051&2473,127,28,90,13,967,253,209,64,1354
15052&2488,132,30,67,28,1034,251,209,62,1419
15053&2395,349,32,95,27,607,145,169,150,875
15054&2565,114,11,0,0,1426,240,229,118,1260
15055&2460,22,11,42,1,1936,213,217,139,365
15056&2607,187,8,376,194,1744,221,246,159,633
15057&2397,51,21,30,-3,828,225,190,89,1148
15058&2432,137,10,30,-9,1884,236,236,130,256
15059&2426,189,9,0,0,1774,221,247,160,212
15060&2561,209,28,255,148,1690,186,252,186,560
15061&2481,3,18,242,115,644,194,204,145,841
15062&2422,230,7,0,0,1746,209,247,175,216
15063&2423,164,7,0,0,1744,227,242,149,234
15064&2419,209,24,0,0,1731,194,254,184,300
15065&2603,192,18,297,0,1560,216,251,162,830
15066&2437,14,15,150,5,914,204,207,137,1194
15067&2451,318,14,201,50,845,184,227,183,1075
15068&2446,41,27,67,14,1719,212,170,78,268
15069&2555,217,31,242,135,1570,170,250,198,702
15070&2523,210,30,190,119,1513,182,251,187,725
15071&2462,34,19,120,39,1597,214,196,112,351
15072&2487,197,24,240,-62,1273,207,252,168,1361
15073&2434,225,35,30,23,1518,151,247,212,576
15074&2453,213,34,42,33,1509,170,248,193,600
15075&2430,143,22,256,60,1200,245,229,101,1583
15076&2415,255,14,342,48,1110,187,248,199,1441
15077&2524,34,22,30,4,1550,211,186,102,558
15078&2497,180,31,240,92,1224,215,240,135,1142
15079&2420,167,23,190,50,1142,232,241,128,1509
15080&2487,44,27,255,79,1415,215,171,75,532
15081&2391,213,10,30,-6,1338,211,250,174,765
15082&2436,53,24,175,29,1366,225,182,78,618
15083&2588,350,24,30,14,1434,169,192,156,659
15084&2414,27,13,134,10,1323,214,211,130,708
15085&2404,353,16,108,6,1310,190,210,157,745
15086&2419,203,20,60,12,1207,206,253,175,990
15087&2433,178,24,90,28,1155,222,246,142,1091
15088&2603,355,19,134,63,1377,186,204,153,636
15089&2499,43,34,277,92,1321,204,145,50,636
15090&2417,194,21,42,12,1154,211,252,165,1057
15091&2614,4,18,150,58,1347,193,201,143,664
15092&2529,43,33,319,122,1293,205,148,54,655
15093&2404,194,4,0,0,1154,219,243,160,1026
15094&2426,14,30,67,20,1071,178,166,111,1084
15095&2410,19,22,30,10,1006,197,186,119,1200
15096&2478,38,32,192,77,1110,203,154,66,942
15097&2653,343,10,192,41,1216,200,225,163,825
15098&2661,8,7,234,45,1158,212,226,152,882
15099&2514,34,33,256,110,1015,195,150,69,1032
15100&2519,341,22,467,118,1006,168,201,169,959
15101&2496,32,23,150,-22,883,208,182,99,1252
15102&2576,43,21,283,-23,953,219,189,96,1075
15103&2563,23,31,85,-10,816,186,158,91,1260
15104&2566,259,10,421,-33,853,196,246,189,1110
15105&2480,10,21,150,38,607,193,194,133,1436
15106&2656,66,11,524,35,883,231,217,117,1084
15107&2600,293,14,330,0,812,179,236,197,1170
15108&2593,38,21,120,-6,769,215,190,101,1266
15109&2600,57,19,0,0,731,229,197,93,1332
15110&2508,33,26,67,1,644,204,173,91,1385
15111&2610,59,17,60,10,674,231,202,98,1328
15112&2600,38,25,124,0,589,212,178,89,1261
15113&2688,104,15,443,10,805,245,219,99,1266
15114&2670,108,12,624,24,730,241,225,112,1231
15115&2607,243,23,258,7,660,170,251,214,1282
15116&2603,121,19,633,195,618,249,221,91,1325
15117&2492,134,25,365,117,335,250,220,83,1187
15118&2487,167,28,218,101,242,229,237,119,932
15119&2475,197,34,319,78,270,189,244,164,914
15120&2680,354,14,0,0,2684,196,214,156,6645
15121&2683,0,13,0,0,2654,201,216,152,6675
15122&2713,16,15,0,0,2980,206,208,137,6344
15123&2709,24,17,0,0,2950,208,201,125,6374
15124&2706,29,19,0,0,2920,210,195,115,6404
15125&2699,21,18,30,3,2890,206,200,127,6434
15126&2699,15,17,30,6,2860,202,202,133,6464
15127&2696,10,16,30,6,2830,202,207,140,6494
15128&2696,17,13,30,6,2770,208,211,138,6553
15129&2693,14,15,30,7,2741,205,209,138,6583
15130&2693,24,15,30,10,2711,211,207,129,6613
15131&2686,7,11,30,6,2681,207,218,148,6643
15132&2690,6,9,30,10,2651,210,223,151,6673
15133&2686,57,11,30,3,2621,228,216,120,6703
15134&2680,76,14,30,0,2591,237,213,105,6733
15135&2670,93,15,0,0,2561,242,216,100,6763
15136&2722,5,15,0,0,3067,200,210,145,6252
15137&2722,358,17,30,9,3037,192,207,151,6282
15138&2722,0,18,30,9,3007,192,205,148,6312
15139&2722,7,19,30,9,2977,195,200,139,6342
15140&2719,14,21,30,6,2947,196,193,128,6372
15141&2716,23,23,30,7,2918,201,185,112,6402
15142&2709,19,21,42,3,2888,199,189,120,6432
15143&2709,17,19,60,13,2858,200,196,128,6462
15144&2703,16,17,60,10,2828,203,202,132,6492
15145&2703,11,15,60,13,2798,202,208,140,6522
15146&2699,18,14,60,13,2768,208,210,137,6552
15147&2699,17,12,60,9,2738,210,214,140,6582
15148&2696,39,13,60,10,2708,220,211,123,6612
15149&2690,36,9,60,7,2678,220,221,136,6641
15150&2693,81,6,60,13,2648,228,230,136,6671
15151&2686,110,13,60,6,2618,242,225,109,6701
15152&2680,114,17,42,10,2589,247,220,96,6731
15153&2670,117,20,30,0,2559,250,216,84,6761
15154&2660,135,17,30,-9,2529,244,230,109,6791
15155&2726,358,14,0,0,3185,198,214,153,6131
15156&2732,355,16,0,0,3155,192,210,154,6161
15157&2729,0,17,30,7,3125,193,206,148,6190
15158&2732,0,16,30,13,3095,195,209,150,6220
15159&2729,0,14,30,7,3065,198,212,151,6250
15160&2732,350,16,42,10,3035,189,211,159,6280
15161&2732,358,18,60,19,3005,190,205,150,6310
15162&2732,2,19,60,19,2975,190,200,144,6340
15163&2732,7,21,60,19,2946,190,193,135,6370
15164&2729,19,24,60,16,2916,194,181,114,6400
15165&2722,20,25,67,13,2886,194,180,113,6430
15166&2719,22,23,85,13,2856,200,186,114,6460
15167&2713,22,19,90,17,2826,205,196,122,6490
15168&2713,12,17,90,20,2796,201,204,137,6520
15169&2709,19,17,90,19,2766,205,202,129,6550
15170&2706,26,15,90,20,2736,212,206,128,6580
15171&2703,49,14,90,13,2706,225,208,114,6610
15172&2696,77,13,90,10,2676,236,216,110,6640
15173&2690,115,15,90,7,2646,245,224,104,6670
15174&2680,128,20,85,10,2616,248,224,95,6700
15175&2673,130,23,67,3,2586,250,220,84,6730
15176&2660,131,26,60,-9,2556,251,215,75,6760
15177&2650,146,19,30,-3,2526,243,233,111,6790
15178&2647,204,11,0,0,2496,214,250,170,6820
15179&2808,168,10,277,50,3903,228,244,147,5410
15180&2808,187,14,258,56,3873,221,249,158,5440
15181&2811,188,15,234,59,3843,220,250,159,5470
15182&2732,341,10,0,0,3303,199,225,165,6009
15183&2736,352,14,30,4,3273,195,216,158,6039
15184&2736,352,16,30,7,3243,190,211,158,6069
15185&2739,2,17,30,10,3214,194,205,146,6099
15186&2736,358,17,30,7,3184,191,206,151,6129
15187&2739,353,16,30,13,3154,190,210,157,6159
15188&2739,0,15,42,7,3124,196,210,150,6189
15189&2739,5,15,60,17,3094,199,209,145,6219
15190&2736,4,15,60,17,3064,200,211,147,6249
15191&2739,340,15,67,17,3034,186,216,168,6279
15192&2742,352,16,85,20,3004,189,210,157,6309
15193&2742,0,17,90,29,2974,193,206,148,6339
15194&2742,2,18,90,29,2944,193,203,146,6369
15195&2742,19,20,90,29,2914,201,193,123,6399
15196&2736,25,22,95,23,2884,204,188,113,6428
15197&2732,31,22,108,23,2854,209,187,105,6458
15198&2722,30,20,120,16,2824,210,194,113,6488
15199&2719,13,16,120,23,2794,203,205,136,6518
15200&2719,25,16,120,26,2764,210,204,126,6548
15201&2713,45,16,120,23,2734,223,203,110,6578
15202&2706,73,17,120,20,2704,237,205,93,6608
15203&2696,99,21,120,6,2674,249,205,74,6638
15204&2683,118,23,120,13,2644,252,211,74,6668
15205&2673,131,24,108,3,2614,251,218,80,6698
15206&2663,133,27,95,-6,2584,251,215,74,6728
15207&2650,133,27,67,-3,2554,251,216,75,6758
15208&2640,156,18,42,-6,2524,237,239,125,6788
15209&2644,215,17,30,-2,2495,202,254,184,6818
15210&2808,90,9,277,50,3932,235,225,121,5378
15211&2804,121,8,255,46,3902,235,233,130,5408
15212&2801,163,10,234,43,3872,230,243,145,5438
15213&2801,189,13,216,49,3842,220,250,161,5468
15214&2804,162,12,192,52,3812,232,243,141,5498
15215&2739,19,9,0,0,3362,214,220,143,5948
15216&2736,351,13,30,0,3332,196,217,159,5978
15217&2742,336,18,30,10,3302,177,212,173,6007
15218&2745,350,18,42,13,3272,185,207,158,6037
15219&2745,350,18,60,13,3242,185,208,159,6067
15220&2749,0,18,60,20,3212,192,205,148,6097
15221&2745,0,18,60,16,3182,192,205,148,6127
15222&2749,358,17,60,20,3152,192,207,151,6157
15223&2745,3,16,67,19,3122,197,209,147,6187
15224&2749,5,15,85,17,3092,200,210,145,6217
15225&2745,7,15,90,23,3062,201,209,144,6247
15226&2745,338,16,95,26,3032,183,216,170,6277
15227&2752,350,14,108,30,3002,193,215,160,6307
15228&2749,0,14,120,27,2972,199,214,151,6337
15229&2752,0,14,120,39,2942,199,214,151,6367
15230&2749,24,15,120,36,2912,211,207,129,6397
15231&2745,30,17,124,32,2882,213,202,120,6427
15232&2739,38,20,134,26,2853,216,193,105,6457
15233&2732,38,19,150,23,2823,217,196,108,6487
15234&2729,25,14,150,23,2793,213,210,131,6517
15235&2726,45,13,150,30,2763,223,211,120,6547
15236&2719,70,17,150,26,2733,236,205,96,6577
15237&2709,85,22,150,19,2703,245,198,71,6607
15238&2693,96,28,150,7,2673,251,188,46,6637
15239&2676,108,28,150,6,2643,254,196,51,6667
15240&2663,122,27,120,29,2613,253,207,62,6697
15241&2650,130,27,90,16,2583,252,213,69,6727
15242&2640,135,25,60,6,2553,249,220,82,6757
15243&2631,161,19,30,-2,2523,236,240,127,6787
15244&2634,198,23,0,0,2493,206,252,170,6817
15245&2818,52,6,283,53,3961,223,227,140,5347
15246&2811,79,12,258,53,3931,236,217,110,5377
15247&2804,90,11,234,46,3901,237,223,116,5407
15248&2798,112,8,212,40,3871,234,232,130,5437
15249&2795,172,7,192,37,3841,225,243,152,5467
15250&2798,167,10,175,46,3811,229,244,146,5497
15251&2745,339,14,0,0,3391,190,219,168,5916
15252&2745,357,16,30,6,3361,194,210,152,5946
15253&2745,342,20,42,6,3331,175,206,167,5976
15254&2752,338,22,60,16,3301,168,204,172,6006
15255&2755,354,19,67,23,3271,184,203,154,6036
15256&2755,351,18,85,23,3241,184,206,158,6066
15257&2758,355,20,90,26,3211,184,201,152,6096
15258&2755,358,22,90,26,3181,181,195,147,6126
15259&2758,2,22,90,29,3151,184,193,141,6156
15260&2755,9,20,95,26,3121,194,197,136,6186
15261&2755,9,17,108,29,3091,199,204,139,6216
15262&2752,3,16,120,20,3061,196,207,146,6246
15263&2755,341,18,124,33,3031,180,211,168,6276
15264&2758,357,16,134,39,3001,193,210,153,6306
15265&2755,6,14,150,33,2971,202,213,146,6336
15266&2758,4,12,150,36,2941,204,218,150,6366
15267&2755,29,12,150,42,2911,216,213,131,6396
15268&2752,35,13,153,39,2881,218,211,126,6426
15269&2749,49,16,162,36,2851,225,203,108,6456
15270&2739,56,17,175,26,2821,229,203,101,6486
15271&2732,60,11,180,23,2791,229,216,119,6516
15272&2729,86,13,180,23,2761,239,217,107,6546
15273&2719,99,19,180,23,2731,247,211,85,6576
15274&2709,100,24,180,16,2701,251,200,64,6606
15275&2693,96,30,180,3,2672,251,183,38,6635
15276&2673,97,30,150,39,2642,252,182,36,6665
15277&2657,105,29,120,23,2612,254,191,44,6695
15278&2640,117,27,90,6,2582,254,204,60,6725
15279&2631,131,24,60,-2,2552,251,218,80,6755
15280&2621,155,21,30,-12,2522,239,237,117,6785
15281&2621,183,23,0,0,2492,218,248,150,6815
15282&2818,42,7,295,50,3990,222,224,137,5315
15283&2818,67,6,268,53,3960,227,228,135,5345
15284&2811,75,12,242,46,3930,234,217,113,5375
15285&2804,65,13,216,46,3900,232,214,112,5405
15286&2798,66,11,192,40,3870,231,218,118,5435
15287&2795,98,7,170,37,3840,232,230,130,5465
15288&2791,141,10,150,33,3810,236,237,131,5495
15289&2788,146,14,134,36,3780,238,238,127,5525
15290&2749,324,9,0,0,3571,198,231,172,5735
15291&2752,353,11,30,7,3541,201,221,158,5765
15292&2752,8,14,30,7,3511,202,210,143,5795
15293&2749,7,17,0,0,3481,197,204,141,5825
15294&2749,0,18,0,0,3451,192,205,148,5855
15295&2749,348,18,30,10,3421,185,209,161,5885
15296&2752,340,19,30,13,3391,177,210,169,5915
15297&2755,346,21,42,10,3361,174,201,162,5945
15298&2758,341,24,67,19,3331,164,197,168,5975
15299&2765,343,23,85,26,3301,168,199,166,6005
15300&2765,358,20,95,29,3271,184,198,148,6035
15301&2765,352,20,108,33,3241,181,202,155,6065
15302&2768,348,21,120,36,3211,175,200,160,6095
15303&2772,353,23,120,40,3181,174,193,152,6125
15304&2772,4,24,120,43,3151,181,186,136,6155
15305&2768,13,24,124,39,3121,190,184,124,6185
15306&2765,12,22,134,36,3091,192,189,127,6215
15307&2762,2,20,150,36,3061,187,197,143,6245
15308&2765,346,20,153,33,3031,178,205,163,6275
15309&2768,2,18,162,46,3001,193,203,146,6305
15310&2765,19,16,175,46,2971,207,205,132,6335
15311&2762,15,11,180,40,2941,210,216,142,6365
15312&2762,33,11,180,40,2911,218,215,132,6395
15313&2755,40,12,182,42,2881,221,213,125,6424
15314&2752,59,15,190,39,2851,230,207,105,6454
15315&2742,71,17,201,29,2821,237,204,92,6484
15316&2736,80,14,210,23,2791,238,213,102,6514
15317&2726,99,19,210,17,2761,247,211,85,6544
15318&2716,111,23,210,95,2731,252,208,70,6574
15319&2703,115,26,192,89,2701,254,204,61,6604
15320&2690,110,29,170,76,2671,254,194,46,6634
15321&2673,103,31,150,59,2641,253,185,36,6664
15322&2654,101,30,120,20,2611,253,184,36,6694
15323&2637,105,28,90,3,2581,253,192,46,6724
15324&2621,117,25,60,-12,2551,253,207,66,6754
15325&2611,143,20,30,-9,2521,244,231,107,6784
15326&2827,54,14,295,36,4020,228,209,111,5284
15327&2821,50,11,277,53,3990,225,215,123,5314
15328&2818,62,9,255,50,3960,228,221,126,5344
15329&2814,72,10,228,49,3930,232,221,120,5374
15330&2811,77,12,201,46,3900,235,218,113,5404
15331&2804,90,14,175,46,3870,240,218,105,5434
15332&2795,108,14,150,37,3840,243,223,107,5464
15333&2788,125,14,127,30,3810,242,230,113,5494
15334&2781,141,13,108,23,3780,239,236,125,5524
15335&2778,140,14,95,26,3750,240,235,122,5554
15336&2749,339,11,0,0,3600,197,225,166,5704
15337&2755,329,13,30,13,3570,187,223,175,5734
15338&2755,343,12,42,6,3540,195,221,165,5764
15339&2758,352,14,42,9,3510,194,214,158,5794
15340&2758,2,17,30,9,3480,194,206,146,5824
15341&2758,0,18,30,9,3450,192,205,148,5854
15342&2758,349,18,42,9,3420,184,207,160,5884
15343&2762,336,20,60,23,3390,170,207,174,5914
15344&2768,340,21,67,29,3360,171,205,170,5944
15345&2772,340,20,85,27,3330,173,206,170,5974
15346&2775,341,20,108,36,3300,174,206,169,6004
15347&2778,358,20,124,39,3270,184,198,148,6034
15348&2775,353,21,134,39,3240,179,198,154,6064
